rank,language,name,requests_per_second,description
172,Java,"spring-webflux-r2dbc",1286695,"spring-webflux-r2dbc [spring-webflux] (Netty; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1449]"
173,C#,"aspnetcore-mvc",1274744,"asp.net core [mvc] [aspnetcore-mvc] (.NET; kestrel on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #603]"
174,Java,"jetty",1273510,"None [jetty] (Jetty; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #227]"
175,Java,"hserver-business",1272960,"hserver-business [hserver-business] (hserver-business; hserver-business on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1392]"
176,Java,"javalin",1269832,"javalin [javalin] (Jetty; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #787]"
177,JavaScript,"velocy",1246916,"velocy [velocy] (nodejs; None on Linux; None on none; none ORM; Micro class; Realistic approach) [Test #1360]"
178,typescript,"ditsmod-bun v3.0",1240463,"ditsmod-bun v3.0 [ditsmod-bun] (bun; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #1375]"
179,Java,"gemini",1218895,"gemini [gemini] (Servlet; Resin on Linux; None on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #0]"
180,Python,"granian [rsgi]",1212765,"granian [rsgi] [granian-rsgi] (None; granian on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1136]"
181,Python,"granian [rsgi wrk]",1211032,"granian [rsgi wrk] [granian-wrk] (None; granian on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1259]"
182,Ruby,"roda-sequel-postgres-iodine-mri",1205366,"roda-sequel-postgres-iodine-mri [roda-sequel-postgres-iodine-mri] (Rack; iodine on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1441]"
183,Java,"jetty-servlet",1204904,"None [jetty-servlet] (Jetty; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #789]"
184,Scala,"finatra",1191989,"finatra [finatra] (Netty; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #464]"
185,C++,"treefrog-epoll",1191674,"treefrog [treefrog-epoll] (None; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #483]"
186,Go,"goframe",1187255,"goframe [goframe] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #751]"
187,Java,"officefloor-thread_affinity",1177727,"OfficeFloor-thread_affinity [officefloor-thread_affinity] (officefloor; woof on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1173]"
188,Scala,"finagle",1169575,"finagle [finagle] (Netty; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #44]"
189,C#,"easyrpc",1169270,"easyrpc [easyrpc] (.NET; kestrel on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #696]"
190,Python,"fastwsgi [asgi]",1166634,"FastWSGI [ASGI] [fastwsgi-asgi] (asgi; fastwsgi on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1253]"
191,Kotlin,"http4k-netty",1164019,"http4k [http4k-netty] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #772]"
192,Java,"jlhttp",1159484,"None [jlhttp] (JLHTTP; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #470]"
193,Java,"simple-server",1154016,"simple-server [simple-server] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #931]"
194,JavaScript,"restana",1148940,"restana [restana] (nodejs; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #914]"
195,JavaScript,"nodejs",1147305,"nodejs [nodejs] (nodejs; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #8]"
196,Python,"falcon [socketify.py asgi pypy3]",1110700,"Falcon [socketify.py ASGI PyPy3] [falcon-socketify-asgi-pypy3] (asgi; socketify.py on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1241]"
197,Swift,"swift-nio",1089033,"None [swift-nio] (None; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #948]"
198,Kotlin,"http4k-ratpack",1084925,"http4k [http4k-ratpack] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1043]"
199,C#,"aspcore-mono",1083492,"asp.net core [aspcore-mono] (.NET; kestrel on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #595]"
200,Nim,"prologue",1077002,"Prologue [prologue] (None; None on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1070]"
201,Ruby,"agoo",1056748,"rack [agoo] (Rack; agoo on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #586]"
202,Go,"hertz",1028233,"hertz [hertz] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1262]"
203,Python,"socketify.py [wsgi]",1020954,"socketify.py [WSGI] [socketify.py-wsgi-python3] (None; socketify.py-wsgi on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1350]"
204,Python,"granian [asgi]",1011292,"granian [asgi] [granian] (None; granian on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1135]"
205,typescript,"ditsmod",1009730,"Ditsmod [ditsmod] (nodejs; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #1230]"
206,PHP,"peachpie",992185,"peachpie [peachpie] (.NET; kestrel on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1068]"
207,Python,"falcon [fastwsgi]",980597,"Falcon [FastWSGI] [falcon-fastwsgi] (wsgi; fastwsgi on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1239]"
208,Go,"chi-gojay-prefork",968546,"chi [chi-gojay-prefork] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #661]"
209,Lua,"lapis",962299,"lapis [lapis] (OpenResty; nginx on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #177]"
210,Go,"chi-sjson-prefork",955729,"chi [chi-sjson-prefork] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #665]"
211,Kotlin,"hexagon",942034,"Hexagon [hexagon] (Servlet; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #469]"
212,Kotlin,"http4k-apache4",931313,"http4k [http4k-apache4] (apache-httpcore; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1040]"
213,Kotlin,"http4k-jetty11loom-pgclient",927592,"http4k [http4k-jetty11loom-pgclient] (jetty11-loom-pgclient; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1396]"
214,Java,"helidon",924355,"helidon [helidon] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #764]"
215,Kotlin,"http4k-jettyloom-jdbc",918432,"http4k [http4k-jettyloom-jdbc] (jetty-loom-jdbc; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1274]"
216,PHP,"imi",913201,"imi [imi] (swoole; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #783]"
217,Python,"falcon [meinheld-orjson]",903324,"Falcon [Meinheld-Orjson] [falcon-orjson] (wsgi; Meinheld on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1125]"
218,Go,"goravel gin",898172,"Goravel Gin [goravel] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1386]"
219,Kotlin,"http4k-jettyloom-pgclient",897551,"http4k [http4k-jettyloom-pgclient] (jetty-loom-pgclient; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1275]"
220,Kotlin,"http4k-jetty11loom-jdbc",897137,"http4k [http4k-jetty11loom-jdbc] (jetty11-loom-jdbc; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1395]"
221,Rust,"viz",884917,"Viz [viz] (Rust; hyper on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1362]"
222,Rust,"saphir",880698,"saphir [saphir] (None; None on Linux; MongoDB on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #924]"
223,Go,"kami",871624,"kami [kami] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #471]"
224,Kotlin,"http4k-jetty",867558,"http4k [http4k-jetty] (Jetty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1041]"
225,Kotlin,"http4k-jetty11",858760,"http4k [http4k-jetty11] (jetty11; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1394]"
226,Go,"echo",855437,"echo [echo] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #398]"
227,Python,"uvicorn",850173,"uvicorn [uvicorn] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1207]"
228,JavaScript,"fastify",844960,"fastify [fastify] (nodejs; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #722]"
229,Rust,"ohkami",840125,"ohkami [ohkami] (None; ohkami on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1309]"
230,Java,"armeria",837645,"armeria [armeria] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #594]"
231,Python,"socketify.py [asgi]",834503,"socketify.py [ASGI] [socketify.py-asgi-python3] (None; socketify.py-asgi on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1347]"
232,Ur,"urweb",827637,"urweb [urweb] (Ur/Web; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #236]"
233,C#,"carter",823881,"carter [carter] (.NET; kestrel on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #656]"
234,Kotlin,"http4k-undertow",814813,"http4k [http4k-undertow] (Undertow; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #773]"
235,JavaScript,"restify",800227,"restify [restify] (nodejs; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #915]"
236,zig,"httpz (zig)",799434,"Httpz (Zig) [httpz] (None; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1399]"
237,C++,"treefrog",792357,"treefrog [treefrog] (None; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #216]"
238,Java,"httpserver-robaho",789269,"httpserver-robaho [httpserver-robaho] (httpserver; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1397]"
239,typescript,"nestjs-fastify",778830,"nestjs [nestjs-fastify] (nodejs; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #839]"
240,Kotlin,"http4k-helidon-jdbc",771130,"http4k [http4k-helidon-jdbc] (helidon; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1272]"
241,Java,"wicket",763665,"wicket [wicket] (Servlet; Resin on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #26]"
242,Ruby,"rage",749088,"Rage [rage] (Rack; rage-iodine on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1432]"
243,JavaScript,"hono",740451,"Hono [hono] (nodejs; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1390]"
244,Rust,"astra",738798,"astra [astra] (None; hyper on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1107]"
245,C#,"aspcore-mono-mw",734362,"asp.net core [aspcore-mono-mw] (.NET; kestrel on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #606]"
246,Haskell,"wizzardo-inline",720806,"wizzardo-inline [wizzardo-inline] (None; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #991]"
247,Kotlin,"ktor-netty-r2dbc",720134,"ktor-netty-r2dbc [ktor-r2dbc] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1411]"
248,Python,"falcon",714694,"falcon [falcon] (wsgi; Meinheld on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #164]"
249,Kotlin,"hexagon nima native postgresql",714431,"Hexagon Nima Native PostgreSQL [hexagon-helidon-native] (helidon; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1268]"
250,Python,"falcon [bjoern]",707846,"Falcon [Bjoern] [falcon-bjoern] (wsgi; bjoern on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1124]"
251,Kotlin,"ktor",706644,"ktor [ktor] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #564]"
252,Kotlin,"ktor-pgclient",701373,"ktor-pgclient [ktor-pgclient] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1156]"
253,Kotlin,"http4k-helidon-pgclient",695243,"http4k [http4k-helidon-pgclient] (helidon-pgclient; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1273]"
254,Go,"go-pgx-easyjson",694578,"go-std [go-pgx-easyjson] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #647]"
255,Swift,"hummingbirdcore",694428,"HummingbirdCore [hummingbird-core] (None; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #1142]"
256,Go,"goji",693801,"Goji [goji] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #345]"
257,Kotlin,"pellet",688387,"Pellet [pellet] (None; None on Linux; Postgres on Linux; Micro ORM; Micro class; Realistic approach) [Test #1179]"
258,Rust,"roa-core",685018,"roa [roa-core] (None; hyper on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #917]"
259,Scala,"youi",678566,"youi [youi] (Undertow; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #997]"
260,Python,"fastapi [socketify.py asgi pypy3]",676460,"FastAPI [Socketify.py ASGI PyPy3] [fastapi-socketify-asgi-pypy] (asyncio; socketify.py on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1249]"
261,Kotlin,"ktor-jasync",672007,"ktor [ktor-jasync] (None; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #813]"
262,Python,"apidaora-core",669640,"apidaora [apidaora-core] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #592]"
263,PHP,"imi-workerman",668321,"imi-workerman [imi-workerman] (workerman; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1146]"
264,Java,"micronaut vertx pg client graalvm",660243,"Micronaut Vertx PG Client GraalVM [micronaut-graalvm] (Netty; netty on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1298]"
265,Rust,"trillium [tokio]",654953,"Trillium [tokio] [trillium-tokio] (None; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1456]"
266,Rust,"trillium [async-std]",646532,"Trillium [async-std] [trillium-async-std] (None; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1455]"
267,Java,"pippo-jetty",645559,"pippo-jetty [pippo] (Jetty; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1316]"
268,Kotlin,"hexagon jetty loom postgresql",638996,"Hexagon Jetty Loom PostgreSQL [hexagon-jettyloom] (Servlet; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1265]"
269,C#,"servicestack-v6",636919,"ServiceStack-V6 [servicestack-v6] (.NET; kestrel on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1192]"
270,Kotlin,"hexagon jetty native postgresql",626601,"Hexagon Jetty Native PostgreSQL [hexagon-jetty-native] (Servlet; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1264]"
271,Rust,"trillium",620645,"Trillium [trillium] (None; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1203]"
272,Rust,"roa",619718,"roa [roa] (None; hyper on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #916]"
273,Perl,"plack",614980,"plack [plack] (Plack; nginx on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #118]"
274,Python,"falcon [socketify.py wsgi]",614922,"Falcon [socketify.py WSGI] [falcon-socketify-wsgi] (wsgi; socketify.py on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1242]"
275,Python,"blacksheep",611593,"blacksheep [blacksheep] (asgi; uvicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1227]"
276,PHP,"amp",610543,"amp [amp] (amp; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1001]"
277,Python,"starlette",599108,"starlette [starlette] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #945]"
278,Scala,"play2-scala-netty",597042,"play2 [play2-scala-netty] (Netty; None on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #886]"
279,Go,"atreugo",596902,"atreugo [atreugo] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #402]"
280,C++,"cutelyst",595035,"cutelyst [cutelyst] (cutelystwsgi; None on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #450]"
281,Kotlin,"hexagon jetty loom pgclient",594607,"Hexagon Jetty Loom PgClient [hexagon-jettyloom-pgclient] (Servlet; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1266]"
282,Go,"fasthttp",582069,"None [fasthttp] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #400]"
283,Go,"gearbox",581454,"Gearbox [gearbox] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1037]"
284,Rust,"roa-tokio",579366,"roa [roa-tokio] (None; hyper on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #921]"
285,JavaScript,"koa",572932,"koa [koa] (nodejs; None on Linux; MongoDB on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #355]"
286,Python,"emmett55",571303,"Emmett55 [emmett55] (rsgi; granian on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1382]"
287,Swift,"hummingbird",570403,"Hummingbird [hummingbird] (None; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #1141]"
288,Python,"emmett",566594,"emmett [emmett] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #699]"
289,Java,"grizzly-jersey",562748,"grizzly [grizzly-jersey] (JAX-RS; grizzly on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #38]"
290,Python,"aioworkers",561873,"aioworkers [aioworkers] (None; aioworkers.net.web on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1099]"
291,Java,"spark",559148,"spark [spark] (Servlet; Jetty on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #71]"
292,Go,"fiber",542699,"fiber [fiber] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #729]"
293,Python,"panther",542267,"Panther [panther] (asgi; uvicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1425]"
294,Java,"servicetalk",541267,"servicetalk [servicetalk] (servicetalk; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #927]"
295,Rust,"rocket",540665,"Rocket [rocket] (Rust; hyper on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1440]"
296,Clojure,"aleph",539014,"aleph [aleph] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #325]"
297,julia,"http.jl",538833,"Http.jl [http-jl] (None; http.jl on Linux; None on Linux; none ORM; none class; Realistic approach) [Test #1039]"
298,Elixir,"phoenix",536573,"Phoenix [phoenix] (beam; bandit on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #365]"
299,Python,"falcon [socketify.py asgi]",533822,"Falcon [socketify.py ASGI] [falcon-socketify-asgi] (asgi; socketify.py on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1240]"
300,Python,"apidaora",532153,"apidaora [apidaora] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #591]"
301,Python,"bottle",530627,"bottle [bottle] (Meinheld; None on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #88]"
302,Go,"clevergo",517471,"CleverGo [clevergo] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1007]"
303,JavaScript,"hapi",516626,"hapi [hapi] (nodejs; None on Linux; MongoDB on Linux; Full ORM; Micro class; Realistic approach) [Test #175]"
304,Python,"robyn [const]",510465,"Robyn [const] [robyn-const] (None; None on Linux; None on none; Raw database connectivity, Micro class; Realistic approach) [Test #1335]"
305,f#,"suave",506399,"suave [suave] (.NET; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #946]"
306,Java,"undertow",502931,"None [undertow] (Undertow; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #120]"
307,Go,"chi-sjson",501595,"chi [chi-sjson] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #664]"
308,Go,"gin",498192,"gin [gin] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #265]"
309,Go,"chi-gojay",491323,"chi [chi-gojay] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #660]"
310,Python,"falcon [asgi/tortoise]",490998,"Falcon [ASGI/Tortoise] [falcon-asgi] (asgi; uvicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1238]"
311,C#,"revenj",490379,"Revenj [revenj] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #428]"
312,julia,"jewelia",477307,"Jewelia [jewelia] (None; http.jl on Linux; MySQL on Linux; Raw database connectivity, none class; Realistic approach) [Test #1155]"
313,Elixir,"elixir-plug-ecto",462959,"plug [elixir-plug-ecto] (beam; cowboy on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #697]"
314,PHP,"php-raw7-tcp",450216,"php [php-raw7-tcp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #875]"
315,C#,"nancy-netcore",448326,"nancy [nancy-netcore] (.NET; kestrel on Linux; MySQL on Linux; Micro ORM; Micro class; Realistic approach) [Test #836]"
316,Java,"jooby",448061,"jooby [jooby] (Undertow; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #406]"
317,Go,"gin-scratch",447739,"gin [gin-scratch] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #735]"
318,Python,"starlite",443006,"Starlite [starlite] (None; uvicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1199]"
319,Scala,"snunit",442529,"SNUnit [snunit] (unit nginx; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #1447]"
320,Java,"dropwizard",431324,"dropwizard [dropwizard] (JAX-RS; Jetty on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #69]"
321,Ruby,"rails-iodine",430632,"rails-iodine [rails-iodine] (Rack; iodine on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1436]"
322,PHP,"php",428452,"php [php] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #11]"
323,PHP,"php-pools",427494,"php [php-pools] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #874]"
324,Python,"sanic",417311,"Sanic [sanic] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1442]"
325,PHP,"comet",415799,"comet [comet] (workerman; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1008]"
326,PHP,"php-h2o",412565,"php [php-h2o] (fpm/fastcgi; h2o on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #867]"
327,Ruby,"rack-puma-mri-sequel-raw",410586,"rack-puma-mri-sequel-raw [rack] (mri; Puma on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1328]"
328,Clojure,"kit",403337,"Kit [kit] (Undertow; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1281]"
329,Go,"chi-prefork",401513,"chi [chi-prefork] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #662]"
330,Python,"morepath",399856,"morepath [morepath] (Meinheld; Gunicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #835]"
331,Clojure,"luminus",391717,"luminus [luminus] (Ring; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #125]"
332,Go,"go",388484,"go-std [go] (None; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #740]"
333,Clojure,"compojure",388006,"compojure [compojure] (Servlet; Resin on Linux; MySQL on Linux; Micro ORM; Micro class; Realistic approach) [Test #2]"
334,Ruby,"rack-falcon-mri-sequel-raw",371467,"rack-falcon-mri-sequel-raw [rack-falcon] (mri; falcon on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1329]"
335,Python,"fastapi-gunicorn-orjson",364059,"FastAPI-gunicorn-orjson [fastapi-gunicorn-orjson] (asyncio; Gunicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1244]"
336,Python,"fastapi",354899,"fastapi [fastapi] (asyncio; Gunicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #711]"
337,Scala,"akka-http-slick-postgres",354747,"akka-http [akka-http-slick-postgres] (Akka; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #587]"
338,Ruby,"roda-sequel",352350,"roda-sequel [roda-sequel] (Rack; Puma on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #529]"
339,Go,"chi",352271,"chi [chi] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #659]"
340,Go,"chi-scratch",345503,"chi [chi-scratch] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #663]"
341,C++,"userver",345470,"userver [userver] (None; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1356]"
342,Go,"webgo",344824,"webgo [webgo] (None; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #25]"
343,PHP,"ubiquity",337855,"ubiquity [ubiquity] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #962]"
344,Python,"robyn",336682,"Robyn [robyn] (None; None on Linux; None on none; Raw database connectivity, Micro class; Realistic approach) [Test #1187]"
